Originator,Text,Age,Person whose age we surmised
ReneBentz , RT @carlosgon2004: What I have been doing for the last seven years. STUDYING INTERNET MARKETING. I BELIEVE I HAVE LOCATED ANOTHER... http:/,,
5tearsofnouis ," RT @CuteIrishTheo: 15 years later* ""Mom, can I go to a concert?"" ""Sure, who's?"" ""Theo Horan"" [spits out non existing drink] [whispers] ""l",,
kdcelock , RT @JohnCelock: Today is New Jersey's 350th birthday!,,
tishfiori11i , Happy 16th Birthday my not so little peanut &lt;3 Hope your party was amazing! Love yaaa @halieeeee,,
arcticnarrry , RT @NiallSuitAndTie: 3 years later and Louis finally got his boat http://t.co/V1LBRAir6E,,
sareetagallego ," RT @cnni: BREAKING:Three Al Jazeera journalists convicted by Egyptian court of aiding Muslim Brotherhood, sentenced to 7 years in prison.",,
itoxicstyles ," RT @_stylesunshine: ""we got put together in july, so next month we've been 4 years together"" *sobs violently* *dies* https://t.co/eTeaIn",,
ayitsrawan , @sarahsounds but did you know that lottie has a gf? They've been together for two years,,
hesftzjm , @zaynmalik helloo zee:D it's MY birthday so soon  and a follow would be THE BEST present ever  it's ALL i want  i LOVE YOU. xx49,,
Chacha_LC , @NiallOfficial hi sunshine  today is my birthday  and your following will be the greatest present ever  I love you so much  x56,,
arudoman ," RT @SportsCenter: Happy birthday, Lionel Messi. Argentina's superstar turns 27 today. http://t.co/ESlQSdVgD9",,
_drstrangelove , @_pupppy is that the one with the commercial where the old ppl tell the young ppl they wont like it?,,
Slaaassh ," RT @ColtRiskyy: I want to hit 1 more banger for my introducing to Colt, get my clips to an editor and hopefully have it done in time for my",,
GinaAnabtawi , Exactly 2 years ago today! (via @timehop) http://t.co/x3diVBd3gS http://t.co/lD669pf4lO,,
ToonSakutsu , RT @JB17Official: Happy Birthday Bro! @David_AlabaGreetings from Brazil #da27 #jb17,,
BIGREDS_SOLO , Happy Birthday for istanbul hero @LuchoGarcia14 who turned 36 today! #LEGEND #HeDrinksSangria http://t.co/0X9sqDGzKv
MariaNfani , @GinandraReny @SriAnggitaSF @NaomiPuranti @LMarthaefendi Ginandra Happy Birthday Sweet Seventeen :* ({}) Wish all the besr for you :* ({})
CatsValentine_ , Happy Birthday @ArianaGrande  x12
Brandee_97 , RT @CaseyCharbono: KEEP CALM CUZ ITS MY BIRTHDAY AND I WORK A TWELVE HOUR SHIFT TURN UP
yelyahcristiana ,"  luke hemmings from @5SOS hi sunshine  it's my birthday today so please, FOLLOW ME? i love you @Luke5SOS  85"
mirandaristau19 , RT @White_Chicks_: Happy Birthday White Chicks! But didn't anyone tell you this is an all white party? #WhiteChicks10thAnniversary http://t
Oh_MiSsSen , RT @tbhwhylol: A four year old model making a dress from what??  http://t.co/UXHRw7Ilp2
gianlucatdc , RT @HistoryInPics: The difference that 25 years makes. http://t.co/JFlCZtLNmd
stay4ye , @cuddlykai 5 years in a catholic youth group and the only purpose it has served me is saying prayers when someone is too damn attractive
teenylittlelou , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)73
1VooDooChild , RT @TheBaldGod: My birthday is in two weeks. My last birthday I ended up getting so faded I was lost and passed out in the street. I'm a ro
4Carmilla , @TigresaOriente @AmorAmorAmorFL Animal rescuer begs 4 dogs life in Yulin. Please RT #stopyulindogmeatfestival http://t.co/FCRtZAS7MC 
lexi_mallon , RT @rhauss23: USA only loves soccer every 4 years while I love soccer every second
SmileLuxas ,  My birthday is coming up in July and a follow from you would be amazing.I love you!@Luke5SOS 784 
alyssam_buera , HI! MY BIRTHDAY IS IN 3DAYS. CAN YOU PLEASE FOLLOW ME? IT'LL BE THE BEST BIRTHDAY GIFT I'LL RECEIVE. ILYSM  @ArianaGrande X1
justinsibley ," @jeremyrzeppa7 happy birthday mane, we gotta chill more often. have a good one homie"
Sophia75 , RT @BryanStars: Linkin Park will be playing MAIN STAGE today at 5:25 to celebrate 20 years of @VansWarpedTour
CeliCeliC , RT @amykfmurphy: RT @SciencePorn: The difference 25 years makes http://t.co/ltkzBPwZqr
Grown_asslilman , @Emmz_hearts_Ken: 31 years old no sons 1 daughter  http://t.co/I69ROyEo5D Emma.
ohmyhobbie , RT @lamarXO: shouts to the ten year old front row singing wicked games word for word.
xoxojinkayyy_ , RT @MTVteenwolf: It's PREMIERE day AND Russell's birthday! Here he is blocking out the S4 finale using army men and a freaking DRAGON. http
rhitashh , @camerondallas #CallMeCam today is @Rachel_Cloutier 's birthday it would mean the world if you called her please she loves you 144
Heide3145 , @camerondallas please call me it's my birthday today  #CallMeCam x39
LUCINDAGALVANx , @LUCINDAGALVANx: #callmecam cause it's my birthday tomorrow and I love you  x7
badlouvers ," hi @Louis_Tomlinson  my birthday is TODAY!! a FOLLOW from YOU would be the best present EVER! I love you so so much!  x1,908"
ShitFaced_x3 , RT @colombian_kush: ..i wana look back 15 years from now and still have my crew #nonewfriendsneeded
SwimswithSquids ," RT @MMAHistoryToday: Jun22.2002 12 years ago today, 34 year old @joerogan made his Commentary Debut @ UFC 37.5 http://t.co/8mbRIA1K8p"
PowerpuffYing_ ," Happy birthday @wolvieshiq Its been a solid 4 years of hell and joy with you. Your hugs, kisses and http://t.co/5lV6Rq5nKt"
Mili_loves_matt , @AustinMahone CAN YOU PLEASE FOLLOW @Idanisramos  HER BIRTHDAY IS MONDAY &amp; IT WOULD REALLY MEAN A LOT IF YOU FOLLOWED HER!! PLEASE!!-54
ariyouaremybaby ," RT @ArianaGrande: Also, RIP Michael Jackson. I will always remember my 16th birthday crying the whole night. We all love you forever. :)"
slightlyhxrry , RT @this_is_us150: @ Harry_Styles please follow @slightlyhxrry its her birthday!!!!!! 50
JohnFlores825 ," RT @AthletesWiII: 6 years ago today Kawhi Leonard lost his dad. Now today, on Father's Day, he is an NBA champion and Finals MVP. http://t."
brody_freeman , @chewdawg26 happy birthday brother!! #22,
