Originator,Text,Age,Person whose age we surmised
httphemmingz , @Luke5SOS luke hemmings from 5sos my bday is in 12 days  a follow from you would be the best birthday present I could ever ask for  x282,,
LouisBrandt , RT @trueSCRlife: If Messi scores 3 goals we'll give away his #F50 Birthday Boots! Follow &amp; Retweet to enter: #ARGvsNGA http://t.co/ITqmK2ye,,
SteveInevitable , RT @XplodingUnicorn: 4-year-old: Can I have candy? Me: No 4: But Im really good at eating M&amp;Ms I guess it would be a shame to let natur,,
johnalynelove ," luke hemmings from 5sos my birthday is on july 15th, right before yours. will you please make my wish come true and follow me? a @Luke5SOS",,
shiningwithsel ," @ArianaGrande HAPPY BIRTHDAY MY PRINCESS!!!! i love you in every way, everyday. I wish the best for you, cause you deserve the best  13",,
theonlymoner , RT @DREam_2REALITY: Your 20's are quite possibly the best and worst years of your life,,
M_Deezy15 , I liked a @YouTube video from @thebooktuber http://t.co/AyANApdPjK BIRTHDAY BOOK HAUL | 2014,,
40skidcalum , #BumpFinds5SOSfans PLEASEEEEEE PICK ME THURSDAY IS MY BIRTHDAY AND IT WOULD BE THE BEAT BIRTHDAY PRESENT IMAGINABLE @bumpshow @5SOS  x88,,
NouisDear , @themattespinos hi today is my birthday and I really would like a follow from you it would mean the world to me. i love you so much140,,
Vinit_Gadhia , @JoeSansom14 Happy Birthday bro! Have a good one ,,
DVisart , RT @AsCorrespondent: Egypt sentences 3 Al-Jazeera reporters to 7 years on terror charges http://t.co/8ptNihl6ib #ajtrial http://t.co/pbSZs6,,
HankAllenWX ," @Wunstell the joints of a 60 year old let's put it that way. haha. But yeah, so much to see. Already looking forward to going back. Thanks",,
tnabr , RT @twooneday: [PICS] REAL 2PM: Nichkhun's Surprise Birthday Party http://t.co/MN7EdX6mDQ http://t.co/CfVLin3fxF,,
Princesstayler9 , @dannygokey can you please wish me a happy birthday? I'll be 20 July 7th. I love you so much! #HopeInFrontOfMe,,
juanita_cardona , RT @5SOS: hey! it's Luke's 16th birthday tomorrow!! :D,,
LoLiHaZaNia ," @NiallOfficial 26 June it's my Birthday *-* , and the most beautiful present that I would like ,is to be notice by u PLEASE MY ANGEL !! X11",
Kiamoore77Kia , RT @iamelijahj: Thank you so much everyone for the Birthday wishes! I tried to read every single one of them. I appreciate y'all more than ,
MeganBrittany23 ,  @HayesGrier all @laurengrier26 wants for her birthday is a follow from you! 25,
croes_allison , RT @RaiderBoy2016: @croes_allison HAPPY BIRTHDAY ALLI! 1st one to say it on Twitta! Hope you have a greatt dayy pretty girly! Ily. ,
onedrescuedme , RT @NiallOfficial: Fixture list out for next season! Derby play forest away on my 21st birthday !,
Livi_Duffy , RT @rhicarpenter_: 11 year old @jackgilinsky still hotter than all the guys at my school http://t.co/vbgncxwOFW,
JoinMeInDeth , @jeffgeorgemusic @issie__ asked me to get you for her for her birthday so here I am asking 6 July Texas... ;)~,
Americaballer , RT @HoustonRockets: 20 years ago today... Photo Gallery: http://t.co/tUxqTkk8UJ http://t.co/Ezxz0CsMFi,
Skippy_Garrett ," RT @TSBible: Happy Birthday to one of the greatest footballers ever, Zinedine Zidane! http://t.co/9NAWRubhaj",-1
jamielynnx333 ," RT @TheWorldStories: A baby and her Great Great Grandmother, born on the same exact day but 98 years apart. Beautiful. http://t.co/S4Jbqf9A",
jesystommo , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)84,
biancaraae , Why do people think it's a joke that @heydesea is my girlfriend? We are serious. We've been together for 5 years ,
deneuvely ," RT @onthisdayinfilm: 11 June, 1982, E.T.: The Extra Terrestrial was released, dir. by Steven Spielberg &amp; starred 6 year old Drew Barrymore ",
Princess_C___ , @jacobwby takes 9 years to reply .,
24ile_1D , RT @musiclove_dir: hi @Real_Liam_Payne im a japanese Directioner!My birthday is10/8if I can get 1008RTsplease follow @musiclove_dir htt,
JordanQuade , Happy birthday to the greatest running back in my viewing generation. Have a good one @LT_21,
gabrieloom , RT @worldsoccershop: Win a limited edition pair of @adidassoccer #F50 #Messi Birthday Boots! Follow &amp; RT to enter! #allin or nothing. http:,
Thatnaf ," Happy birthday to one of the biggest goons out there, @Klind009",
DONTSUSPENDMEOK , @Louis_Tomlinson hi louis! can you please follow @halfmoonlouis her birthday is tomorrow and a follow from you is all she wants :)83,
ciaransneddon ," RT @RockabillyJay: I have to explain what to do during a school shooting to my 7yr old, but by all means lets freak out about gay marriage.",
MorgannLew , @Gabbyrachal and Morgans birthday is in 5 months and 5 days,
harryanddonut , @Ashton5SOS PLEASE FOLLOW ME IT WOULD MEAN THE WORLD LOVE YOU SO MUCH ITS MY BIRTHDAY IT WOULD BE THE BEST BIRTHDAY PRESENT 127,
otherweasley_ , RT @itslaurabelieve: @selenagomez Next 22th of July is my birthday. If this tweet gets +700 rt can you wish me happy birthday? I love you s,
ElkasmeY , RT @AWitselOfficiel: Just want to wish happy birthday to the legendary #zidane. You are an inspiration! #no5 http://t.co/cOw5infABj,
ReenaMunoz_ ," RT @MarcusCarrasco1: Happy birthday Rina, have a good one  @ReenaMunoz_",
